iter	Logloss
338	0.369688005
339	0.3693560138
340	0.3691913428
341	0.3688552274
342	0.3686079045
343	0.3684268058
344	0.3682210454
345	0.3680421244
346	0.3677065825
347	0.3672951211
348	0.3669323565
349	0.3667866649
350	0.3665630976
351	0.3662484144
352	0.3659231068
353	0.3656489744
354	0.3654408951
355	0.3650640236
356	0.3648075507
357	0.3645446081
358	0.3642157024
359	0.363846546
360	0.3634931492
361	0.3633260734
362	0.3630309206
363	0.3627883042
364	0.3624127995
365	0.3621937613
366	0.3619210903
367	0.3616261401
368	0.3614099869
369	0.3610752827
370	0.3607483373
371	0.3605950919
372	0.3603515083
373	0.3601594468
374	0.3599584359
375	0.3596236954
376	0.3593683463
377	0.3590693166
378	0.3587294074
379	0.3584959505
380	0.3581588858
381	0.3579325182
382	0.3576321039
383	0.3573747362
384	0.3571973388
385	0.3568565094
386	0.3565951672
387	0.3564249433
388	0.3560909388
389	0.3557507517
390	0.3555814624
391	0.3553202142
392	0.3548178229
393	0.3545402754
394	0.3541065488
395	0.3539751238
396	0.3537528173
397	0.3536393295
398	0.353320384
399	0.3530985803
400	0.3527774187
401	0.3524089936
402	0.3520660437
403	0.3518735061
404	0.3516194088
405	0.3513829893
406	0.3509283964
407	0.3507332968
408	0.3504780955
409	0.3500305785
410	0.3497051388
411	0.3495141632
412	0.3490891388
413	0.3488662524
414	0.3486466315
415	0.3484000486
416	0.3482376797
417	0.3479475903
418	0.3477761706
419	0.347525516
420	0.3472889911
421	0.3471279091
422	0.3469113981
423	0.346686678
424	0.3465401601
425	0.3461635269
426	0.3459815822
427	0.3458510551
428	0.3457057546
429	0.3453696543
430	0.3451960389
431	0.345025845
432	0.3446810441
433	0.3444422158
434	0.344342267
435	0.3440789182
436	0.3438540955
437	0.3435868124
438	0.3433448276
439	0.3431039691
440	0.3430030736
441	0.342879352
442	0.3426161646
443	0.3422803359
444	0.3420518239
445	0.3418248617
446	0.3415881559
447	0.3413642314
448	0.3409509964
449	0.3407582907
450	0.3405551336
451	0.3403732367
452	0.3400783754
453	0.3398915733
454	0.3396549621
455	0.3395533025
456	0.3392524387
457	0.339090223
458	0.3389069714
459	0.3388413057
460	0.3386701282
461	0.3385914918
462	0.3383877743
463	0.3381409776
464	0.3377399274
465	0.3376382007
466	0.3374243736
467	0.3370717622
468	0.3368496495
469	0.3366874161
470	0.3365592519
471	0.3362811598
472	0.336111679
473	0.335744631
474	0.3354670448
475	0.3351678903
476	0.334938647
477	0.3347062817
478	0.3344702807
479	0.3341779416
480	0.3339116832
481	0.3336459583
482	0.3334849921
483	0.3332139676
484	0.3330461517
485	0.3329612872
486	0.332736286
487	0.3325119973
488	0.3323036915
489	0.3320450791
490	0.331827663
491	0.3316888202
492	0.3313011232
493	0.3310062431
494	0.3307320762
495	0.3305086378
496	0.3302343581
497	0.3299533193
498	0.3298399796
499	0.329688124
500	0.3294382612
501	0.3291430043
502	0.3287781018
503	0.3285826961
504	0.328283762
505	0.3280352119
506	0.327769666
507	0.3276453903
508	0.3274183364
509	0.327241449
510	0.3270901654
511	0.3268886012
512	0.3267350063
513	0.32644885
514	0.3261395977
515	0.3259140151
516	0.3257105576
517	0.3254304291
518	0.3251394329
519	0.324916356
520	0.3247410788
521	0.3245217276
522	0.3242984373
523	0.3240707855
524	0.3239179656
525	0.3237917733
526	0.3235394911
527	0.3234237901
528	0.3230187444
529	0.3228609379
530	0.3227041501
531	0.3223925834
532	0.3221814835
533	0.321928972
534	0.3215863277
535	0.3213728018
536	0.321054662
537	0.3209043419
538	0.3207605657
539	0.3205743778
540	0.3203364079
541	0.3200868588
542	0.3199192148
543	0.3198738013
544	0.3195103403
545	0.3193251134
546	0.3190529723
547	0.3187616702
548	0.3185848093
549	0.3184253067
550	0.3182629154
551	0.3179068951
552	0.3176486405
553	0.3174652394
554	0.3170849979
555	0.3169184312
556	0.3167833263
557	0.3165654458
558	0.3163816397
559	0.3161025007
560	0.3158338335
561	0.3155643016
562	0.315426797
563	0.3152768372
564	0.3151280759
565	0.3149186404
566	0.3148771476
567	0.3147306468
568	0.3146285813
569	0.314485197
570	0.3143709704
571	0.3141676545
572	0.3138972687
573	0.3138115125
574	0.3136014964
575	0.313413548
576	0.3133095911
577	0.3131318995
578	0.3129363062
579	0.3126770338
580	0.3124619038
581	0.3122804137
582	0.312096755
583	0.3119180037
584	0.3117694902
585	0.311410372
586	0.3111776804
587	0.3109945897
588	0.3107838132
589	0.3105874061
590	0.3102119728
591	0.3100111614
592	0.3097304438
593	0.3094272096
594	0.3092509232
595	0.309085608
596	0.3089755302
597	0.3088792894
598	0.3087185191
599	0.3085395407
600	0.3082871937
601	0.3080932331
602	0.3080187304
603	0.3078845981
604	0.3075917298
605	0.3073942559
606	0.3072008003
607	0.3070352356
608	0.3069400002
609	0.3067345534
610	0.3065399934
611	0.3063006531
612	0.3060837825
613	0.3059508467
614	0.3057245113
615	0.3054586412
616	0.3050623591
617	0.304871629
618	0.3047133931
619	0.3045404105
620	0.3043841234
621	0.3042954304
622	0.3041606637
623	0.3039850456
624	0.3038353101
625	0.3036710049
626	0.3035045432
627	0.3033707025
628	0.3032574201
629	0.3031005197
630	0.3028125546
631	0.3026483458
632	0.3025601685
633	0.3024783577
634	0.302144608
635	0.3020087099
636	0.3017996059
637	0.3015389647
638	0.3013975408
639	0.3012427078
640	0.3011070539
641	0.3009484747
642	0.3007848805
643	0.3006335416
644	0.3003856388
645	0.3002827406
646	0.2998907611
647	0.2997538198
648	0.2996067569
649	0.2994711138
650	0.2992043296
651	0.2988724001
652	0.2987657605
653	0.29857226
654	0.2983459877
655	0.2981358508
656	0.2978869655
657	0.2977382596
658	0.2975653241
659	0.2974529994
660	0.2973752263
661	0.2971755015
662	0.2970286741
663	0.2968548925
664	0.2967566359
665	0.2967169862
666	0.2965755686
667	0.2963032215
668	0.2961437129
669	0.2959709545
670	0.2958155992
671	0.2956680845
672	0.2954106531
673	0.2952457701
674	0.2950931722
675	0.2949711346
676	0.2947400303
677	0.2946467136
678	0.2944492064
679	0.2942721332
680	0.2939573193
681	0.2938538041
682	0.2936368585
683	0.2934524986
684	0.2932724358
685	0.2930540155
686	0.2928084554
687	0.2926506734
688	0.2925219775
689	0.2924101857
690	0.2920983018
691	0.2920073503
692	0.2918542853
693	0.2915932349
694	0.2914262676
695	0.2912222075
696	0.2910792725
697	0.2909250069
698	0.2907310746
699	0.290596608
700	0.2903598624
701	0.2900997025
702	0.2900682548
703	0.2899558395
704	0.2898399827
705	0.2896814459
706	0.289531846
707	0.2894356661
708	0.2892011337
709	0.2889999337
710	0.288803774
711	0.2886974724
712	0.2884506433
713	0.288294017
714	0.2881521661
715	0.2880416928
716	0.2879084977
717	0.2876072097
718	0.2874457835
719	0.2873164659
720	0.2871388432
721	0.2870249413
722	0.2868644757
723	0.2867163664
724	0.2866355537
725	0.2864180138
726	0.2862734099
727	0.2861264246
728	0.2859941789
729	0.285836681
730	0.2857571357
731	0.2857252702
732	0.285572997
733	0.2853481837
734	0.2851378663
735	0.2848416612
736	0.2847192319
737	0.2845896063
738	0.2844642746
739	0.2842798244
740	0.2840234749
741	0.2838095808
742	0.2835995618
743	0.2834487132
744	0.2833327243
745	0.2831109227
746	0.2830154488
747	0.2827865479
748	0.2825609753
749	0.2824853943
750	0.2823882255
751	0.2821971796
752	0.2819729588
753	0.2817963998
754	0.2816079858
755	0.2814162121
756	0.2812721305
757	0.2811658419
758	0.2808735311
759	0.2807634868
760	0.2805689794
761	0.2804007186
762	0.2802867979
763	0.2800207023
764	0.279839223
765	0.2797075249
766	0.2795759602
767	0.2794430446
768	0.2792455587
769	0.2790103913
770	0.2788753869
771	0.278697816
772	0.2786078989
773	0.2782890882
774	0.2781151831
775	0.2779882738
776	0.2778576327
777	0.2777627212
778	0.2776320287
779	0.2774944642
780	0.2774064416
781	0.277285062
782	0.2772613816
783	0.2771807778
784	0.2769482467
785	0.2767559088
786	0.2767024738
787	0.2764918875
788	0.2762929566
789	0.2760860326
790	0.2759508548
791	0.2757072638
792	0.275538439
793	0.2754652365
794	0.2752992502
795	0.2752080191
796	0.2750156618
797	0.2748126815
798	0.2747015771
799	0.2746463569
800	0.2744873119
801	0.2743733117
802	0.274303367
803	0.2741650423
804	0.2740452589
805	0.2738716985
806	0.2737149868
807	0.2736263625
808	0.2734512431
809	0.2732623737
810	0.2730257481
811	0.2729278933
812	0.2728336915
813	0.2726757478
814	0.2725613639
815	0.2723168299
816	0.2722481038
817	0.2721841315
818	0.2720116728
819	0.2717686211
820	0.2716192281
821	0.27148029
822	0.2712895529
823	0.271155618
824	0.2710077465
825	0.2709146704
826	0.2707322653
827	0.2705986549
828	0.2704992859
829	0.2703278212
830	0.2702456416
831	0.2700575109
832	0.2699091019
833	0.2697473007
834	0.2695673293
835	0.2693899603
836	0.2691994719
837	0.2690574151
838	0.2688611361
839	0.2687378233
840	0.2685648365
841	0.2684625252
842	0.2683579414
843	0.2682413244
844	0.2681502358
845	0.2680399615
846	0.2677018812
847	0.2674666786
848	0.2672986971
849	0.2671368581
850	0.2669894861
851	0.2668979129
852	0.2667524144
853	0.2666648625
854	0.2665628437
855	0.266400369
856	0.2662853833
857	0.2659715667
858	0.2658871885
859	0.26577974
860	0.2657462149
861	0.265609375
862	0.2654783324
863	0.2654266115
864	0.2653088861
865	0.2651901742
866	0.2649731188
867	0.2648077463
868	0.2647028429
869	0.264485914
870	0.2643572727
871	0.2641402333
872	0.2640481011
873	0.2639263633
874	0.263794482
875	0.2636737316
876	0.2635316193
877	0.2634061673
878	0.2632693506
879	0.2628807428
880	0.2627082967
881	0.2625473105
882	0.2624434976
883	0.2622561804
884	0.2620418986
885	0.2619384381
886	0.2618307655
887	0.2617267421
888	0.2615341008
889	0.2613952368
890	0.2612062001
891	0.2609622988
892	0.2608863446
893	0.2607194795
894	0.2606700577
895	0.2605995947
896	0.2604983428
897	0.2603664821
898	0.2602634319
899	0.2601438383
900	0.2599839963
901	0.2597652705
902	0.2596397885
903	0.2594003394
904	0.2593754555
905	0.2592286482
906	0.2590153609
907	0.2588437164
908	0.2585875973
909	0.2584707911
910	0.258250824
911	0.2581881271
912	0.257990529
913	0.2578744719
914	0.2575935415
915	0.2574982728
916	0.2574211338
917	0.2573405147
918	0.2572494291
919	0.257155508
920	0.2570682871
921	0.2569222689
922	0.2566937333
923	0.2564942077
924	0.256369926
925	0.2562875973
926	0.2560898426
927	0.2559293571
928	0.2558310213
929	0.2557453937
930	0.2556288056
931	0.2555138179
932	0.2554756784
933	0.2553905031
934	0.2552794938
935	0.2550093163
936	0.2549226776
937	0.2547789821
938	0.2547044272
939	0.254537854
940	0.2543537876
941	0.2541763665
942	0.2540506682
943	0.2539179263
944	0.2537611029
945	0.2536791153
946	0.2535796984
947	0.2534266766
948	0.2532464116
949	0.2530838079
950	0.2529907747
951	0.2528760167
952	0.252800765
953	0.2526017526
954	0.2524309482
955	0.2523113794
956	0.2521474519
957	0.2520224599
958	0.2519055987
959	0.2518069541
960	0.251718218
961	0.2515867515
962	0.2514847821
963	0.2512669483
964	0.2512091823
965	0.2510484451
966	0.2509708639
967	0.2508937994
968	0.2507172757
969	0.2505676533
970	0.2504867458
971	0.2503756698
972	0.2502550217
973	0.2501401229
974	0.2499477459
975	0.2498432524
976	0.2497317272
977	0.2496409583
978	0.2494852259
979	0.249302156
980	0.2492286029
981	0.2490849279
982	0.2489504394
983	0.2488268453
984	0.2487144276
985	0.2485064092
986	0.248446028
987	0.2483739961
988	0.2481255799
989	0.2480629304
990	0.2479056028
991	0.2477279637
992	0.2475235371
993	0.2474632847
994	0.2474030715
995	0.2472594848
996	0.2470625564
997	0.2468995563
998	0.2467942462
999	0.246715375
